gene_id,importance_score,z_score,is_perturbed
CAPNS1,0.0,-0.17964239331779489,False
CAPRIN1,0.0,-0.17964239331779489,False
CAPZA1,0.0,-0.17964239331779489,False
CAPZB,0.0,-0.17964239331779489,False
CARTPT,0.0,-0.17964239331779489,False
CASC3,0.0,-0.17964239331779489,False
CASQ1,0.0,-0.17964239331779489,False
CAST,0.0,-0.17964239331779489,False
CAT,0.0,-0.17964239331779489,False
CAV1,0.0,-0.17964239331779489,False
CAV2,0.0,-0.17964239331779489,False
CBX1,0.0,-0.17964239331779489,False
CBX3,0.0,-0.17964239331779489,False
CBX5,0.0,-0.17964239331779489,False
CCDC117,0.0,-0.17964239331779489,False
CCDC47,0.0,-0.17964239331779489,False
CCDC6,0.0,-0.17964239331779489,False
CCDC80,0.0,-0.17964239331779489,False
CCL28,0.0,-0.17964239331779489,False
CCND1,0.0,-0.17964239331779489,False
CCNG2,0.0,-0.17964239331779489,False
CCT2,0.0,-0.17964239331779489,False
CCT3,0.0,-0.17964239331779489,False
CCT5,0.0,-0.17964239331779489,False
CCT6A,0.0,-0.17964239331779489,False
CCT7,0.0,-0.17964239331779489,False
CCT8,0.0,-0.17964239331779489,False
CD151,0.0,-0.17964239331779489,False
CD163,0.0,-0.17964239331779489,False
CD164,0.0,-0.17964239331779489,False
CD24,0.0,-0.17964239331779489,False
CD34,0.0,-0.17964239331779489,False
CD36,0.0,-0.17964239331779489,False
CD44,0.0,-0.17964239331779489,False
CD46,0.0,-0.17964239331779489,False
CD47,0.0,-0.17964239331779489,False
CD59,0.0,-0.17964239331779489,False
CD63,0.0,-0.17964239331779489,False
CD74,0.0,-0.17964239331779489,False
CD81,0.0,-0.17964239331779489,False
CD9,0.0,-0.17964239331779489,False
CD99,0.0,-0.17964239331779489,False
CDC42,0.009999999999999998,2.7521214656286177,True
CDC42EP4,0.0,-0.17964239331779489,False
CDC42SE1,0.0,-0.17964239331779489,False
CDH1,0.009999999999999998,2.7521214656286177,True
